NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-16849.52,-6215.26,15085.71,0.00,0.00,0.00,2177.31,0.00,42.00,0.00,0.00,692.03,461.27,0.00,0.00,18458.33,7095.68,2675.97,4555.11,3545.90,2256.19,4127.26,0.00,417.47,0.00,24673.59,-11317.16,-113.64,0.00,0.00,0.00,796.54,-10634.27,-16849.52,0.00,-16849.52,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,06888,D,2,2,2024,4
-16138.59,-15211.54,3261.90,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,3261.90,674.51,17130.10,138.94,20.98,0.00,365.11,0.00,143.80,0.00,18473.43,0.00,-218.40,0.00,0.00,0.00,-708.65,-927.05,-16138.59,0.00,-16138.59,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2024,3
-16056.60,-6513.60,89768.82,0.00,,28282.30,25258.78,,45498.79,0.00,,4724.64,1283.85,1186.83,25960.04,221964.07,98653.33,21486.92,11955.01,39886.59,9824.90,25419.16,0.00,21137.78,113.96,228477.66,-10626.80,-103.88,0.00,0.00,227.48,1622.71,-8880.48,-15394.08,662.52,-16056.60,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2024,3
-15616.87,10299.56,82489.88,0.00,,3.01,2112.06,,0.00,0.00,,180.94,104.66,0.00,2311.89,87202.44,30614.82,4715.37,10748.41,17433.83,5151.08,4465.19,,3749.68,24.49,76902.88,-2325.68,186.63,-7.30,-29.82,4.71,-24861.63,-27033.09,-16733.53,-1116.66,-15616.87,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2024,1
-15082.90,-12519.81,0.00,0.00,,0.00,0.00,,0.00,39118.25,,0.00,1062.63,0.00,0.00,40180.87,28679.56,3296.89,0.00,4073.02,0.00,5389.46,0.00,11261.76,0.00,52700.68,0.00,-2437.57,-90.85,0.00,0.00,2.30,-2526.12,-15045.92,36.98,-15082.90,0.00,0.00,0.00,,0.00,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2024,1
-14927.64,-7733.90,12125.24,0.00,0.00,0.00,1766.41,0.00,21.39,0.00,0.00,775.48,485.38,0.00,0.00,15173.89,6239.70,2236.61,3426.59,3545.90,2504.51,4626.65,0.00,327.84,0.00,22907.78,-7415.45,-108.14,0.00,0.00,0.00,329.85,-7193.74,-14927.64,0.00,-14927.64,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,06888,D,2,2,2024,2
-14872.74,-14356.70,3307.69,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,3307.69,859.85,16136.42,149.05,22.59,0.00,342.24,0.00,154.25,0.00,17664.39,0.00,-276.34,0.00,0.00,0.00,-239.71,-516.05,-14872.74,0.00,-14872.74,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2024,2
-14335.63,41497.23,1101752.59,841.44,,29079.12,59632.35,,4340.47,,,2430.86,378.96,,114211.76,1312667.54,447933.93,133536.83,106086.53,245317.76,78142.10,126451.22,,72333.48,61368.46,1271170.31,-42580.35,23277.77,-4584.98,,,-3401.83,-27289.40,14207.83,28543.47,-14335.63,,,,-14335.63,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2024,4
-14060.73,-6438.09,12508.17,0.00,0.00,0.00,1591.67,0.00,0.00,0.00,0.00,670.52,457.06,0.00,0.00,15227.41,6278.84,2140.55,3434.26,3545.90,2294.69,3624.01,0.00,347.25,0.00,21665.50,-7075.40,-102.22,0.00,0.00,0.00,-445.02,-7622.64,-14060.73,0.00,-14060.73,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,06888,D,2,2,2024,1
-13627.38,-11208.29,0.00,0.00,,0.00,0.00,,0.00,50255.41,,0.00,1278.09,0.00,0.00,51533.50,36586.04,3436.80,0.00,5780.58,0.00,5946.26,0.00,10992.11,0.00,62741.79,0.00,-2458.81,44.04,0.00,0.00,1.66,-2413.12,-13621.41,5.98,-13627.38,0.00,0.00,0.00,,0.00,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2024,2
-13611.36,1070.23,48597.73,0.00,,0.00,0.00,,6527.83,0.00,,0.00,528.00,0.00,28346.50,84000.06,42427.71,10807.76,0.00,0.00,0.00,0.00,27593.17,2007.85,93.35,82929.83,-228.02,-875.14,0.00,0.00,0.00,-13570.05,-14673.22,-13602.99,8.37,-13611.36,0.00,0.00,0.00,,0.00,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,2,2,2024,4
-13467.60,-11115.26,116178.28,5.02,,7948.14,4291.23,,4761.40,0.00,,18.26,1100.23,0.00,7100.62,141403.18,72790.37,15404.92,13498.81,18025.26,10844.20,15271.35,,6381.40,302.14,152518.44,-4976.02,37.39,1152.36,-11.63,0.00,1445.54,-2352.35,-13467.60,0.00,-13467.60,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2024,2
-13319.32,-13112.77,0.00,7540.74,,4673.09,0.00,,0.00,10189.46,,0.00,4154.57,0.00,0.00,26557.86,24086.30,6532.07,0.00,1058.72,171.45,,3174.62,4077.51,569.96,39670.63,0.00,-161.04,0.00,0.00,-45.52,0.00,-206.55,-13319.32,0.00,-13319.32,0.00,0.00,0.00,-13319.32,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2024,1
-12931.52,-12827.11,0.00,0.00,,0.00,0.00,,0.00,135854.92,,0.00,47.94,0.00,0.00,135902.86,114813.76,16919.89,0.00,9007.47,0.67,6534.91,,1453.26,0.00,148729.96,-15.24,0.00,-39.96,0.00,0.00,-49.21,-104.41,-12931.52,0.00,-12931.52,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2024,2
-12927.16,-12322.07,39954.93,0.00,,0.00,14266.06,,0.00,0.00,,4547.49,2168.15,0.00,2498.16,63434.79,48202.67,5875.10,4231.35,14161.25,3299.56,-866.22,0.00,853.17,0.00,75756.86,-631.74,886.61,0.00,0.00,0.00,0.00,254.87,-12067.20,859.96,-12927.16,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2024,1
-12464.26,-10850.60,2858.11,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,2858.11,673.12,12434.39,123.59,18.98,0.00,304.82,0.00,153.80,0.00,13708.71,0.00,-199.63,0.00,0.00,0.00,-1414.03,-1613.66,-12464.26,0.00,-12464.26,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2024,4
-12453.53,-17973.76,490279.21,0.00,,0.00,189357.75,,0.00,0.00,,60360.27,28778.57,0.00,33158.79,801934.58,521688.04,70610.49,51528.99,129666.81,39240.19,-7516.65,0.00,14690.48,0.00,819908.35,-5982.32,12331.01,0.00,0.00,0.00,0.00,6348.69,-11625.08,828.46,-12453.53,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2024,1
-12212.41,-12706.93,0.00,5266.13,,3474.01,0.00,,0.00,7973.64,,0.00,1361.98,0.00,890.94,18966.71,9023.00,12667.36,0.00,2948.42,268.20,2983.48,0.00,3783.19,0.00,31673.63,0.00,0.00,0.00,0.00,0.00,494.52,494.52,-12212.41,0.00,-12212.41,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2024,4
-12025.05,-14394.76,466150.91,0.00,,0.00,0.00,,0.00,0.00,,0.00,259.84,,52.66,466463.41,177327.83,98119.58,21842.37,117245.59,653.16,62706.56,0.00,2950.01,13.07,480858.17,0.00,0.00,-5.23,0.00,0.00,-1626.90,-1632.13,-16026.89,-4001.84,-12025.05,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2024,1
-11536.96,-11894.27,6902.35,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,6902.35,2283.34,15061.37,273.50,37.13,0.00,673.24,0.00,468.03,0.00,18796.62,0.00,-567.56,0.00,0.00,0.00,924.87,357.30,-11536.96,0.00,-11536.96,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2024,1
-11520.31,-6653.40,364401.32,0.00,,0.00,90030.91,,20558.66,0.00,,22626.69,45949.00,0.00,5559.62,549126.20,255709.59,58446.35,31877.60,84710.43,26108.04,43183.62,0.00,55743.98,0.00,555779.60,-21548.42,0.00,0.00,0.00,0.00,10028.52,-11519.89,-18173.29,-6652.98,-11520.31,0.00,,0.00,0.00,0.00,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2024,3
-11306.17,-11117.90,0.00,0.00,,0.00,0.00,,0.00,130964.74,,0.00,102.73,0.00,0.00,131067.46,106206.36,15131.88,1047.19,11847.09,0.10,6259.90,,1692.83,0.00,142185.36,-1.66,0.00,-71.08,0.00,0.00,-115.53,-188.28,-11306.17,0.00,-11306.17,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2024,3
-10799.86,-8460.01,0.00,0.00,,0.00,0.00,,114019.73,0.00,,0.00,0.00,0.00,0.00,114019.73,72647.40,14660.40,7692.47,10732.92,5.08,7642.74,0.00,9098.73,0.00,122479.74,0.00,-2932.00,0.00,0.00,0.00,592.14,-2339.86,-10799.86,0.00,-10799.86,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2024,3
-10339.26,-10252.95,0.00,5247.09,,4006.11,0.00,,0.00,7525.75,,0.00,715.29,0.00,168.38,17662.63,8420.15,11144.41,0.00,2888.46,206.07,2898.17,0.00,2358.32,0.00,27915.58,0.00,0.00,0.00,0.00,0.00,-86.31,-86.31,-10339.26,0.00,-10339.26,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2024,2
-10286.50,-7285.52,293130.39,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,293130.39,137321.90,104509.19,16383.59,11081.72,0.00,23718.54,0.00,7400.97,0.00,300415.91,0.00,-6231.16,0.12,0.00,9.44,-350.78,-6572.62,-13858.14,-3571.64,-10286.50,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2024,3
-10115.64,-10356.78,0.00,6137.03,,3552.82,0.00,,0.00,8784.19,,0.00,186.85,0.00,104.44,18765.33,8887.40,11881.71,0.00,3178.68,204.20,2430.21,0.00,2539.93,0.00,29122.11,0.00,0.00,0.00,0.00,0.00,241.14,241.14,-10115.64,0.00,-10115.64,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2024,1
-9830.80,-10601.69,43654.84,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,2.56,43657.40,20185.84,19079.79,2329.00,1160.67,0.00,6100.99,0.00,5398.52,4.28,54259.09,-1.38,0.00,0.00,3.93,238.09,293.69,534.33,-10067.36,-236.56,-9830.80,0.00,0.00,0.00,,0.00,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2024,1
-9540.89,21889.31,111994.64,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,111994.64,32268.49,33059.23,4714.33,711.37,0.00,12378.43,0.00,6973.49,0.00,90105.34,0.00,-7404.59,0.00,0.00,0.00,-24025.61,-31430.20,-9540.89,0.00,-9540.89,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2024,3
-9040.68,-6242.17,301112.47,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,301112.47,138315.40,114454.97,14700.25,10792.15,0.00,21611.85,0.00,7480.02,0.00,307354.64,0.00,-5798.64,0.00,0.00,0.63,-762.17,-6560.19,-12802.35,-3761.68,-9040.68,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2024,2
-8906.93,8410.24,79208.43,0.00,,0.00,10218.38,,12315.48,0.00,,2526.33,3852.14,2904.44,95873.93,206899.12,115878.53,17380.72,10803.03,29457.00,17680.25,3070.24,0.00,4219.11,0.00,198488.88,0.00,-18282.93,0.00,0.00,0.00,965.76,-17317.17,-8906.93,0.00,-8906.93,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,2,2,2024,4
-8314.48,-7923.28,-21.54,0.00,83.06,83.06,0.00,10268.51,10268.51,0.00,21.87,0.00,21.87,0.00,0.00,10351.89,7086.29,2677.47,0.00,0.00,0.00,0.00,6098.54,2405.37,7.50,18275.18,-388.47,0.00,0.00,0.00,0.00,0.00,-388.47,-8311.76,2.72,-8314.48,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,2
-8248.51,111.38,0.00,0.00,,34488.66,0.00,,0.00,23490.03,,0.00,424.24,0.00,0.00,58402.93,29897.44,8857.54,,6563.11,8.40,7856.93,,2073.18,3034.94,58291.55,-7136.43,-255.80,0.00,0.00,0.00,-149.68,-7541.92,-7430.54,817.98,-8248.51,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2024,1
-8218.00,47246.00,1044636.00,0.00,,17004.00,43285.00,,1013.00,0.00,,6875.00,159246.00,0.00,51833.00,1323892.00,487949.00,134126.00,122092.00,218581.00,98175.00,102631.00,,73020.00,40072.00,1276646.00,-23354.00,-1834.00,0.00,583.00,0.00,-21815.00,-46420.00,826.00,9044.00,-8218.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2024,1
-8096.08,-9225.64,47137.06,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,1.91,47138.96,19267.78,21822.27,2250.14,1448.14,0.00,6294.48,0.00,5280.62,1.17,56364.60,-4.70,0.00,0.00,511.91,87.45,294.05,888.71,-8336.93,-240.85,-8096.08,0.00,0.00,0.00,,0.00,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2024,2
-7521.28,330.22,0.00,225.61,,32391.28,0.00,,0.00,22061.51,,0.00,398.44,0.00,0.00,55076.85,28079.27,8318.88,,6163.99,7.89,7379.12,,1947.10,2850.38,54746.63,-6702.44,-240.25,0.00,0.00,0.00,-140.58,-7083.27,-6753.05,768.23,-7521.28,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2024,1
-7491.00,-12751.00,176654.00,0.00,,1357.00,617.00,,79.00,0.00,,,25507.00,0.00,1291.00,205505.00,91061.00,21223.00,17244.00,41342.00,13536.00,19377.00,,13367.00,1106.00,218256.00,-2028.00,155.00,-28.00,0.00,,4990.00,3089.00,-9662.00,-2171.00,-7491.00,0.00,0.00,0.00,-7491.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2024,1
-7254.86,-7823.87,43694.93,0.00,,0.00,15485.08,,0.00,0.00,,4833.13,2499.37,0.00,1765.19,68277.69,47434.45,5505.15,3999.43,16043.81,3639.31,-1204.62,0.00,684.03,0.00,76101.56,-520.58,757.70,0.00,0.00,0.00,0.00,237.12,-7586.75,-331.88,-7254.86,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2024,2
-7244.19,-7205.58,0.00,4977.49,,5450.50,0.00,,0.00,10516.09,,0.00,1164.73,0.00,50.64,22159.46,8508.25,12501.09,0.00,2989.27,171.59,2620.23,0.00,2574.62,0.00,29365.04,0.00,0.00,0.00,0.00,0.00,-38.61,-38.61,-7244.19,0.00,-7244.19,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2024,3
-7189.00,-9246.00,166270.00,0.00,,-71.00,8356.00,,684.00,24.00,,3344.00,0.00,0.00,0.00,178606.00,70218.00,18961.00,17670.00,33897.00,12703.00,24206.00,,10198.00,0.00,187853.00,-2648.00,325.00,0.00,0.00,37.00,3293.00,1007.00,-8239.00,-1050.00,-7189.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2024,4
-6885.98,-1094.52,7765.26,0.00,0.00,0.00,1299.44,0.00,0.00,0.00,0.00,538.15,253.33,0.00,0.00,9856.18,5858.09,2077.50,2769.09,0.00,0.00,0.00,0.00,246.02,0.00,10950.70,-5740.25,-69.16,0.00,0.00,0.00,17.96,-5791.45,-6885.98,0.00,-6885.98,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,11056,I,2,2,2024,3
-6777.01,-5641.27,0.00,0.00,,0.00,0.00,,0.00,59383.40,,0.00,739.22,0.00,0.00,60122.61,38213.27,3437.47,0.00,6828.61,0.00,6675.69,0.00,10608.84,0.00,65763.89,0.00,-1172.55,-43.61,0.00,0.00,86.48,-1129.68,-6770.95,6.06,-6777.01,0.00,0.00,0.00,,0.00,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2024,3
-6501.86,-6152.28,0.00,0.00,0.00,0.00,0.00,11865.32,11865.32,0.00,2.14,0.00,2.14,0.00,0.00,11867.46,7005.08,1956.14,0.00,0.00,0.00,0.00,6909.16,2005.77,143.60,18019.74,-352.16,0.00,0.00,0.00,0.00,0.00,-352.16,-6504.44,-2.58,-6501.86,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2024,1
-6382.41,-4618.81,0.00,0.00,,0.00,0.00,,52066.88,1767.96,,0.00,0.00,0.00,0.00,53834.84,32309.86,5874.81,,,,,14393.01,974.98,4901.00,58453.65,0.00,-1760.01,-8.99,0.00,0.00,5.40,-1763.60,-6382.41,0.00,-6382.41,0.00,0.00,0.00,,0.00,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,2,2,2024,1
-6301.46,-1713.16,6508.93,0.00,0.00,0.00,939.43,0.00,0.00,0.00,0.00,298.59,198.73,0.00,0.00,7945.68,5250.24,2268.08,1960.82,0.00,0.00,0.00,0.00,179.71,0.00,9658.85,-4882.94,-49.03,0.00,0.00,0.00,343.68,-4588.30,-6301.46,0.00,-6301.46,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,11056,I,2,2,2024,4
-6265.73,-5098.28,42230.41,0.00,,0.00,0.00,,3139.35,0.00,,0.00,776.11,0.00,25355.70,71501.57,38962.11,10782.86,0.00,0.00,0.00,0.00,24887.52,1772.31,195.05,76599.86,-3.64,-1166.63,0.00,0.00,0.00,16.80,-1153.48,-6251.76,13.97,-6265.73,0.00,0.00,0.00,,0.00,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,2,2,2024,3
-6198.04,-303.33,9672.75,0.00,0.00,0.00,1230.86,0.00,0.00,0.00,0.00,518.52,352.94,0.00,0.00,11775.08,6575.19,2579.05,2655.65,0.00,0.00,0.00,0.00,268.53,0.00,12078.41,-5471.51,-79.05,0.00,0.00,0.00,-344.14,-5894.71,-6198.04,0.00,-6198.04,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,11056,I,2,2,2024,1
-6035.37,-121.48,9968.02,0.00,0.00,0.00,1452.14,0.00,0.00,0.00,0.00,637.51,398.48,0.00,0.00,12456.16,6758.98,2736.66,2812.86,0.00,0.00,0.00,0.00,269.13,0.00,12577.64,-6096.16,-88.90,0.00,0.00,0.00,271.17,-5913.89,-6035.37,0.00,-6035.37,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,11056,I,2,2,2024,2
-6034.62,2840.08,0.00,0.00,,47941.04,0.00,,0.00,21201.16,,0.00,715.89,0.00,0.00,69858.10,32412.02,11072.67,,8369.37,1580.49,8259.92,,2421.43,2902.12,67018.02,-3787.25,-301.31,0.00,0.00,0.00,-1078.81,-5167.37,-2327.29,3707.33,-6034.62,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2024,3
-5966.84,8903.02,0.00,0.00,170870.21,170870.21,0.00,612751.27,72562.38,540188.89,24405.04,0.00,24405.04,0.00,0.00,808026.51,513647.40,83387.30,13742.79,83346.89,7310.60,51892.92,,45549.69,245.90,799123.49,-1432.72,-3.47,-407.10,0.00,0.00,-1937.70,-3780.99,5122.03,11088.87,-5966.84,0.00,0.00,0.00,-5966.84,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2024,2
-5778.13,-5421.71,-2.29,0.00,91.93,91.93,0.00,13227.26,13227.26,0.00,0.92,0.00,0.92,0.00,0.00,13317.82,6902.34,1994.41,0.00,0.00,0.00,0.00,7651.36,2045.01,146.41,18739.52,-359.05,0.00,0.00,0.00,0.00,0.00,-359.05,-5780.76,-2.63,-5778.13,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,1
-5678.35,-5377.56,-0.81,0.00,75.07,75.07,0.00,3094.51,3094.51,0.00,1.97,0.00,1.97,0.00,0.00,3170.75,4322.22,1250.90,0.00,0.00,0.00,0.00,1203.26,1771.92,0.00,8548.31,-300.79,0.00,0.00,0.00,0.00,0.00,-300.79,-5678.35,0.00,-5678.35,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,3
-5611.05,-4549.67,0.00,0.00,0.00,0.00,0.00,24391.99,24391.99,0.00,,0.00,0.00,0.00,0.00,24391.99,8761.70,3422.12,0.00,0.00,0.00,0.00,12635.51,4122.35,0.00,28941.67,-1061.38,0.00,0.00,0.00,0.00,0.00,-1061.38,-5611.05,0.00,-5611.05,0.00,0.00,0.00,,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Eastern Air Express, LLC (EAX)",01225,S,1,1,2024,4
-5380.06,-3793.51,0.00,0.00,,0.00,0.00,,125553.15,0.00,,0.00,0.00,0.00,7.42,125560.56,70758.69,14698.36,13203.78,13135.97,3.85,8432.82,0.00,9119.26,1.35,129354.08,0.00,-3889.19,0.00,0.00,0.00,2302.65,-1586.54,-5380.06,0.00,-5380.06,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2024,1
-5355.00,23597.00,546887.00,250.00,,26413.00,3569.00,,3095.00,0.00,,571.00,83635.00,0.00,26080.00,690500.00,283582.00,52409.00,63732.00,114100.00,51248.00,53574.00,,28095.00,20163.00,666903.00,-12191.00,-957.00,0.00,304.00,0.00,-11387.00,-24231.00,-634.00,4721.00,-5355.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,1
-5270.19,12911.51,104037.88,0.00,,18928.53,25567.78,,40292.75,0.00,,4589.86,1230.57,1594.14,23024.41,219265.92,95617.81,19188.09,9706.18,31843.13,10249.18,22322.85,0.00,17173.94,253.24,206354.41,-8741.13,-61.05,0.00,0.00,-110.25,1976.37,-6936.07,5975.44,11245.62,-5270.19,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2024,1
-5216.19,-1635.76,0.00,,,35676.04,0.00,,0.00,21762.75,,0.00,1939.06,0.00,0.00,59377.85,26119.36,23516.42,0.00,284.35,37.02,4250.09,,4478.82,2327.55,61013.61,0.00,-3580.44,0.00,0.00,0.00,0.00,-3580.44,-5216.19,0.00,-5216.19,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,80006,D,2,2,2024,3
-5029.14,-4630.03,0.00,0.00,,0.00,0.00,,0.00,11847.57,,0.00,0.00,,0.00,11847.57,7214.60,2060.24,0.00,430.07,1.90,3686.17,,3084.62,0.00,16477.60,-399.11,0.00,0.00,0.00,,0.00,-399.11,-5029.14,0.00,-5029.14,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2024,1
-4960.17,-3425.13,,,,,,,,14636.92,,,,,,14636.92,6712.04,6904.21,,,,,1490.81,2955.00,0.00,18062.06,0.00,0.00,,,,-1535.04,-1535.04,-4960.17,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2024,2
-4907.24,-4450.41,,,,,,,,13959.37,,,,,,13959.37,6174.29,7119.52,,,,,2023.38,3092.60,0.00,18409.78,0.00,-30.88,,,,-425.95,-456.83,-4907.24,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2024,1
-4891.51,-2492.03,0.00,0.00,,0.00,0.00,,50590.13,1846.28,,0.00,0.00,0.00,0.00,52436.41,33896.36,6769.69,0.00,0.00,10.65,10759.87,,1866.47,1625.39,54928.44,0.00,-2385.45,-12.17,0.00,0.00,-1.87,-2399.48,-4891.51,0.00,-4891.51,0.00,0.00,0.00,,0.00,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,2,2,2024,3
